headline,byline,keyword,Source,Source Type
Buildings in the U.S. are turning to ice batteries for air conditioning — a technology that freezes water into ice at night when electricity is cheap and lets it thaw during the day to cool indoor spaces.,Buildings are turning to ‘ice batteries’ for sustainable air conditioning,sustainable,AP News,News
Dallas Cowboys receiver CeeDee Lamb sustained a concussion against the Detroit Lions on Thursday night and was ruled out for the rest of the game.,"Cowboys WR CeeDee Lamb leaves Lions game with concussion, George Pickens doesn’t pick up the slack",sustainable,AP News,News
"Pope Leo XIV has inaugurated a new sustainable farming project run by the Vatican. Leo fed fish and pet horses Friday at Borgo Laudato Si, a 55-acre center focused on sustainable farming, vocational training, and environmental education located at the papal summer retreat in Castel Gandolfo.",Pope feeds fish as he opens Vatican’s ambitious model of sustainable farming and education,sustainable,AP News,News
Authorities say a U.S. Marine has died during a training exercise at Southern California’s Camp Pendleton.,Marine dies in training exercise at Camp Pendleton,sustainable,AP News,News
Alexander Isak’s underwhelming start to his Liverpool career has hit another bump after he sustained a groin injury in the Champions League win at Eintracht Frankfurt.,Isak sustains groin injury to extend his tough start to Liverpool career after British-record move,sustainable,AP News,News
"Most of what goes into U.S. landfills is organic waste. It’s a problem because in that environment, organic waste produces methane, a potent greenhouse gas.","Composting helps the planet. This is how to do it, no matter where you live",sustainable,AP News,News
Midfielder Rodri has been dropped from Spain’s squad for upcoming World Cup qualifying games because of an injury sustained when playing for Manchester City in the Premier League this weekend.,Rodri out of Spain squad for World Cup qualifiers after injury sustained in Man City match,sustainable,AP News,News
Los Angeles Chargers offensive tackle Joe Alt will require season-ending surgery to repair a high ankle sprain he sustained in a 27-20 win at the Tennessee Titans on Sunday.,Chargers OT Joe Alt needs season-ending surgery after another high ankle sprain,sustainable,AP News,News
"Ravens five-time Pro Bowl running back Derrick Henry discusses Baltimore’s upcoming game against the Pittsburgh Steelers for first place in the AFC North, how he’s sustained excellence for a decade in the NFL and being nominated for the Walter Payton Man of the Year award.",LISTEN: Derrick Henry expects a physical battle against rival Steelers in matchup for first place,sustainable,AP News,News
Giant murals on the outskirts of Lisbon are grabbing attention and showcasing United Nations sustainable development goals.,Murals at a housing project in Portugal highlight UN goals and build local pride,sustainable,AP News,News
Alphonso Davies is back in Bayern Munich’s game-day squad to face Sporting Lisbon in the Champions League for the first time in nearly nine months after a serious knee injury.,Alphonso Davies back on Bayern’s bench after 9 months following knee injury,sustainable,AP News,News
Simon Fraser University in British Columbia is applying for U Sports membership after 15 years competing against NCAA schools.,Canada’s Simon Fraser University applies for U Sports membership after 15 years of NCAA competition,sustainable,AP News,News
The St. Louis Blues will be without the services of another forward for an extended period of time. Nathan Walker is expected to miss at least eight weeks with what the team called an upper-body injury.,Blues say Walker is out long term and trade Alexandrov to the Kings for Thomas,sustainable,AP News,News
Manchester City midfielder Rodri has been forced off with a suspected hamstring injury in the first half of the team’s Premier League match at Brentford.,Man City star Rodri sustains suspected hamstring problem in latest injury issue for Spain midfielder,sustainable,AP News,News
"Barcelona says midfielder Fermín López will be sidelined for two weeks with a leg injury. If that time estimate holds up, Fermín will miss four games, including a La Liga match against Atletico Madrid next week and a Champions League clash with Eintracht Frankfurt on Dec. 9.",Barcelona midfielder Fermín López out for 2 weeks with leg injury,sustainable,AP News,News
Power plants and industrial facilities that emit planet-warming carbon dioxide are hopeful that Congress will keep tax credits for capturing the gas and storing it deep underground.,How carbon capture works and the debate about whether it’s a future climate solution,sustainable,AP News,News
The Pittsburgh Steelers have placed left tackle Broderick Jones on injured reserve. Jones sustained a neck injury in the fourth quarter of last week’s loss to the Chicago Bears.,"Steelers place left tackle Broderick Jones on injured reserve, elevate cornerback Asante Samuel Jr.",sustainable,AP News,News
"Just a day after Germany was picked to host the 2029 European Championship in women’s soccer, its top clubs split with the national soccer federation over how to run the women’s league.",German clubs set up their own women’s league grouping in split with soccer federation,sustainable,AP News,News
The most comprehensive global environment assessment ever undertaken calls for a new approach to jointly tackle the most pressing environmental issues including climate change and biodiversity loss that threaten over 1 million plant and animal species with extinction.,"UN says world must jointly tackle issues of climate change, pollution, biodiversity and land loss",sustainable,AP News,News
Real Madrid defender Éder Militão has sustained an injury to his right leg while playing for Brazil.,Real Madrid defender Éder Militão suffers leg injury on Brazil duty,sustainable,AP News,News
Cleveland Guardians designated hitter David Fry is recovering after being hit in the face by a pitch from Detroit’s Tarik Skubal.,"David Fry recovering after sustaining broken nose, facial fractures after being hit in face by pitch",sustainable,AP News,News
Newcastle striker Yoane Wissa will miss the Africa Cup of Nations after being left out of Congo’s squad.,Newcastle striker Wissa left out of Congo squad for Africa Cup of Nations,sustainable,AP News,News
